N,Z,A,Element,Mass Excess (keV),ME Error Margin,ME Calculated?,Binding Energy Per Nucleon (keV),BEN Error Margin,BEN Calculated?,Beta Decay Energy (keV),BDE Error Margin,BDE Calculated?,Atomic Mass (u),AM Error Margin,AM Calculated?
95,63,158,Eu,-67270.461,2.032,calculated,8185.132,0.0129,calculated,3419.5081,2.2547,calculated,157.927782192,2.181,calculated
94,64,158,Gd,-70689.969,0.976,calculated,8201.8229,0.0062,calculated,-1219.0862,0.9799,calculated,157.9241112,1.048,calculated
93,65,158,Tb,-69470.883,1.268,calculated,8189.1556,0.008,calculated,936.2686,2.475,calculated,157.925419942,1.36,calculated
92,66,158,Dy,-70407.152,2.337,calculated,8190.1298,0.0148,calculated,-4219.7555,27.0048,calculated,157.924414817,2.509,calculated
91,67,158,Ho,-66187.396,27.106,calculated,8158.4709,0.1716,calculated,-883.5812,37.0236,calculated,157.92894491,29.099,calculated
90,68,158,Er,-65303.815,25.219,calculated,8147.927,0.1596,calculated,-6600.6151,31.3411,calculated,157.929893474,27.074,calculated
89,69,158,Tm,-58703.2,25.219,calculated,8101.1994,0.1596,calculated,-2693.5796,26.4499,calculated,157.936979525,27.074,calculated
88,70,158,Yb,-56009.62,7.973,calculated,8079.1999,0.0505,calculated,-8797.4201,16.8655,calculated,157.939871202,8.559,calculated
87,71,158,Lu,-47212.2,15.125,calculated,8018.5685,0.0957,calculated,-5109.801,14.9373,calculated,157.94931562,16.236,calculated
86,72,158,Hf,-42102.399,17.494,calculated,7981.2764,0.1107,calculated,-10984.0,201.0,estimated,157.954801217,18.78,calculated
85,73,158,Ta,-31118.0,201.0,estimated,7907.0,1.0,estimated,-7426.0,361.0,estimated,157.966593,215.0,estimated
84,74,158,W,-23693.0,300.0,estimated,7855.0,2.0,estimated,,,absent,157.974565,322.0,estimated
101,58,159,Ce,-31340.0,500.0,estimated,7983.0,3.0,estimated,9430.0,640.0,estimated,158.966355,537.0,estimated
100,59,159,Pr,-40770.0,400.0,estimated,8037.0,3.0,estimated,8954.0,401.0,estimated,158.956232,429.0,estimated
99,60,159,Nd,-49724.007,29.808,calculated,8088.8224,0.1875,calculated,6830.3441,31.4529,calculated,158.946619085,32.0,calculated
98,61,159,Pm,-56554.351,10.039,calculated,8126.8601,0.0631,calculated,5653.4982,11.6438,calculated,158.939286409,10.777,calculated
97,62,159,Sm,-62207.849,5.934,calculated,8157.4963,0.0373,calculated,3835.5363,7.3211,calculated,158.93321713,6.37,calculated
96,63,159,Eu,-66043.386,4.32,calculated,8176.6987,0.0272,calculated,2518.4717,4.3657,calculated,158.929099512,4.637,calculated
95,64,159,Gd,-68561.857,0.98,calculated,8187.6177,0.0062,calculated,970.7242,0.7495,calculated,158.926395822,1.051,calculated
94,65,159,Tb,-69532.582,1.103,calculated,8188.8025,0.0069,calculated,-365.3613,1.1573,calculated,158.925353707,1.184,calculated
93,66,159,Dy,-69167.22,1.439,calculated,8181.5842,0.0091,calculated,-1837.6,2.6833,calculated,158.925745938,1.544,calculated
92,67,159,Ho,-67329.62,3.045,calculated,8165.1066,0.0192,calculated,-2768.5,2.0,calculated,158.927718683,3.268,calculated
91,68,159,Er,-64561.12,3.643,calculated,8142.7742,0.0229,calculated,-3990.7162,28.1813,calculated,158.93069079,3.91,calculated
90,69,159,Tm,-60570.404,27.945,calculated,8112.7549,0.1758,calculated,-4736.8869,33.0155,calculated,158.934975,30.0,calculated
89,70,159,Yb,-55833.517,17.582,calculated,8078.0428,0.1106,calculated,-6124.9081,41.5648,calculated,158.940060257,18.874,calculated
88,71,159,Lu,-49708.609,37.663,calculated,8034.6009,0.2369,calculated,-6856.003,41.2456,calculated,158.946635615,40.433,calculated
87,72,159,Hf,-42852.606,16.813,calculated,7986.561,0.1057,calculated,-8413.4492,25.8909,calculated,158.953995837,18.049,calculated
86,73,159,Ta,-34439.157,19.689,calculated,7928.7258,0.1238,calculated,-9005.0,301.0,estimated,158.963028046,21.137,calculated
85,74,159,W,-25434.0,300.0,estimated,7867.0,2.0,estimated,-10629.0,427.0,estimated,158.972696,322.0,estimated
84,75,159,Re,-14805.0,305.0,estimated,7795.0,2.0,estimated,,,absent,158.984106,327.0,estimated
101,59,160,Pr,-36200.0,400.0,estimated,8009.0,2.0,estimated,10525.0,402.0,estimated,159.961138,429.0,estimated
100,60,160,Nd,-46724.515,46.575,calculated,8069.9662,0.2911,calculated,6170.1238,46.6198,calculated,159.949839172,50.0,calculated
99,61,160,Pm,-52894.639,2.049,calculated,8103.6398,0.0128,calculated,7338.5338,2.833,calculated,159.943215272,2.2,calculated
98,62,160,Sm,-60233.172,1.956,calculated,8144.6159,0.0122,calculated,3260.2763,2.1547,calculated,159.935337032,2.1,calculated
97,63,160,Eu,-63493.449,0.904,calculated,8160.103,0.0057,calculated,4448.6112,1.4417,calculated,159.931836982,0.97,calculated
96,64,160,Gd,-67942.06,1.123,calculated,8183.0171,0.007,calculated,-105.5863,1.0207,calculated,159.927061202,1.206,calculated
95,65,160,Tb,-67836.474,1.11,calculated,8177.4676,0.0069,calculated,1835.9516,1.1011,calculated,159.927174553,1.191,calculated
94,66,160,Dy,-69672.425,0.7,calculated,8184.0526,0.0044,calculated,-3290.0,15.0,calculated,159.925203578,0.751,calculated
93,67,160,Ho,-66382.425,15.016,calculated,8158.6004,0.0939,calculated,-318.2488,28.5197,calculated,159.928735538,16.12,calculated
92,68,160,Er,-66064.176,24.246,calculated,8151.7217,0.1515,calculated,-5763.1395,39.1333,calculated,159.929077193,26.029,calculated
91,69,160,Tm,-60301.037,32.686,calculated,8110.8124,0.2043,calculated,-2137.8101,33.1447,calculated,159.935264177,35.089,calculated
90,70,160,Yb,-58163.227,5.496,calculated,8092.5614,0.0343,calculated,-7893.2846,57.0863,calculated,159.93755921,5.9,calculated
89,71,160,Lu,-50269.942,56.821,calculated,8038.3387,0.3551,calculated,-4331.1951,57.6165,calculated,159.946033,61.0,calculated
88,72,160,Hf,-45938.747,9.54,calculated,8006.3791,0.0596,calculated,-10115.0475,55.1472,calculated,159.950682728,10.241,calculated
87,73,160,Ta,-35823.7,54.316,calculated,7938.2704,0.3395,calculated,-6494.6267,139.8413,calculated,159.961541678,58.31,calculated
86,74,160,W,-29329.073,149.81,calculated,7892.7893,0.9363,calculated,-12451.0,335.0,estimated,159.968513946,160.828,calculated
85,75,160,Re,-16878.0,300.0,estimated,7810.0,2.0,estimated,,,absent,159.98188,322.0,estimated
102,59,161,Pr,-32490.0,500.0,estimated,7986.0,3.0,estimated,9741.0,640.0,estimated,160.965121,537.0,estimated
101,60,161,Nd,-42230.0,400.0,estimated,8042.0,2.0,estimated,7856.0,400.0,estimated,160.954664,429.0,estimated
100,61,161,Pm,-50086.589,9.035,calculated,8085.9977,0.0561,calculated,6585.4546,11.3187,calculated,160.946229837,9.7,calculated
99,62,161,Sm,-56672.043,6.817,calculated,8122.0418,0.0423,calculated,5119.5577,12.4147,calculated,160.939160062,7.318,calculated
98,63,161,Eu,-61791.601,10.4,calculated,8148.981,0.0646,calculated,3714.5406,10.5074,calculated,160.933663991,11.164,calculated
97,64,161,Gd,-65506.142,1.504,calculated,8167.1934,0.0093,calculated,1955.6357,1.4402,calculated,160.929676267,1.614,calculated
96,65,161,Tb,-67461.778,1.218,calculated,8174.4809,0.0076,calculated,593.7166,1.201,calculated,160.927576806,1.308,calculated
95,66,161,Dy,-68055.494,0.697,calculated,8173.3093,0.0043,calculated,-859.2003,2.1368,calculated,160.926939425,0.748,calculated
94,67,161,Ho,-67196.294,2.151,calculated,8163.1134,0.0134,calculated,-1994.9954,9.0041,calculated,160.927861815,2.309,calculated
93,68,161,Er,-65201.298,8.774,calculated,8145.8628,0.0545,calculated,-3302.5839,29.2899,calculated,160.93000353,9.419,calculated
92,69,161,Tm,-61898.715,27.945,calculated,8120.4906,0.1736,calculated,-4064.4665,31.764,calculated,160.933549,30.0,calculated
91,70,161,Yb,-57834.248,15.101,calculated,8090.3861,0.0938,calculated,-5271.8989,31.764,calculated,160.937912384,16.211,calculated
90,71,161,Lu,-52562.349,27.945,calculated,8052.7821,0.1736,calculated,-6246.5319,36.4805,calculated,160.943572,30.0,calculated
89,72,161,Hf,-46315.817,23.45,calculated,8009.1245,0.1457,calculated,-7537.2421,33.7278,calculated,160.950277927,25.174,calculated
88,73,161,Ta,-38778.575,24.381,calculated,7957.45,0.1514,calculated,-8272.0,202.0,estimated,160.958369489,26.174,calculated
87,74,161,W,-30507.0,200.0,estimated,7901.0,1.0,estimated,-9664.0,250.0,estimated,160.967249,215.0,estimated
86,75,161,Re,-20842.82,149.905,calculated,7836.3292,0.9311,calculated,-10647.0,427.0,estimated,160.977624313,160.93,calculated
85,76,161,Os,-10196.0,400.0,estimated,7765.0,2.0,estimated,,,absent,160.989054,429.0,estimated
102,60,162,Nd,-39010.0,400.0,estimated,8022.0,2.0,estimated,7030.0,500.0,estimated,161.958121,429.0,estimated
101,61,162,Pm,-46040.0,300.0,estimated,8061.0,2.0,estimated,8339.0,300.0,estimated,161.950574,322.0,estimated
100,62,162,Sm,-54379.053,3.523,calculated,8107.5745,0.0218,calculated,4343.8905,3.7605,calculated,161.941621687,3.782,calculated
99,63,162,Eu,-58722.944,1.314,calculated,8129.5593,0.0081,calculated,5557.7761,4.1748,calculated,161.936958329,1.41,calculated
98,64,162,Gd,-64280.72,3.963,calculated,8159.0373,0.0245,calculated,1598.8278,4.4611,calculated,161.930991812,4.254,calculated
97,65,162,Tb,-65879.548,2.049,calculated,8164.0773,0.0127,calculated,2301.6217,2.164,calculated,161.9292754,2.2,calculated
96,66,162,Dy,-68181.169,0.695,calculated,8173.4555,0.0043,calculated,-2140.6068,3.0926,calculated,161.92680450699999,0.746,calculated
95,67,162,Ho,-66040.563,3.102,calculated,8155.4126,0.0192,calculated,293.6478,3.1069,calculated,161.929102543,3.33,calculated
94,68,162,Er,-66334.21,0.756,calculated,8152.3959,0.0047,calculated,-4856.7282,26.0475,calculated,161.928787299,0.811,calculated
93,69,162,Tm,-61477.482,26.058,calculated,8117.5868,0.1609,calculated,-1656.319,30.1127,calculated,161.934001211,27.974,calculated
92,70,162,Yb,-59821.163,15.103,calculated,8102.5333,0.0932,calculated,-6989.4042,76.5406,calculated,161.935779342,16.213,calculated
91,71,162,Lu,-52831.759,75.036,calculated,8054.5596,0.4632,calculated,-3663.3333,75.5679,calculated,161.943282776,80.554,calculated
90,72,162,Hf,-49168.426,8.952,calculated,8027.1171,0.0553,calculated,-9387.0211,63.8938,calculated,161.947215526,9.61,calculated
89,73,162,Ta,-39781.405,63.322,calculated,7964.3432,0.3909,calculated,-5782.188,63.3235,calculated,161.957292907,67.979,calculated
88,74,162,W,-33999.217,17.657,calculated,7923.8214,0.109,calculated,-11546.0,201.0,estimated,161.963500341,18.955,calculated
87,75,162,Re,-22453.0,201.0,estimated,7848.0,1.0,estimated,-7953.0,361.0,estimated,161.975896,215.0,estimated
86,76,162,Os,-14500.0,300.0,estimated,7794.0,2.0,estimated,,,absent,161.984434,322.0,estimated
103,60,163,Nd,-34080.0,500.0,estimated,7992.0,3.0,estimated,8880.0,640.0,estimated,162.963414,537.0,estimated
102,61,163,Pm,-42960.0,400.0,estimated,8042.0,2.0,estimated,7640.0,400.0,estimated,162.953881,429.0,estimated
101,62,163,Sm,-50599.612,7.359,calculated,8084.1653,0.0451,calculated,5974.2073,7.4141,calculated,162.945679085,7.9,calculated
100,63,163,Eu,-56573.819,0.904,calculated,8116.0172,0.0056,calculated,4814.772,1.2046,calculated,162.93926551,0.97,calculated
99,64,163,Gd,-61388.591,0.797,calculated,8140.756,0.0049,calculated,3207.1628,4.1374,calculated,162.93409664,0.855,calculated
98,65,163,Tb,-64595.754,4.06,calculated,8155.6322,0.0249,calculated,1785.1041,4.0006,calculated,162.930653609,4.358,calculated
97,66,163,Dy,-66380.858,0.693,calculated,8161.784,0.0043,calculated,-2.8309,0.0222,calculated,162.928737221,0.744,calculated
96,67,163,Ho,-66378.027,0.693,calculated,8156.967,0.0043,calculated,-1210.6141,4.5755,calculated,162.92874026,0.744,calculated
95,68,163,Er,-65167.413,4.628,calculated,8144.7403,0.0284,calculated,-2439.0,3.0,calculated,162.930039908,4.967,calculated
94,69,163,Tm,-62728.413,5.515,calculated,8124.9774,0.0338,calculated,-3434.5345,16.0687,calculated,162.932658282,5.92,calculated
93,70,163,Yb,-59293.878,15.105,calculated,8099.1069,0.0927,calculated,-4502.4636,31.7657,calculated,162.936345406,16.215,calculated
92,71,163,Lu,-54791.415,27.945,calculated,8066.6848,0.1714,calculated,-5522.0944,37.9611,calculated,162.941179,30.0,calculated
91,72,163,Hf,-49269.32,25.693,calculated,8028.0072,0.1576,calculated,-6734.6864,45.9217,calculated,162.947107211,27.582,calculated
90,73,163,Ta,-42534.634,38.061,calculated,7981.8905,0.2335,calculated,-7626.1952,69.7301,calculated,162.954337194,40.86,calculated
89,74,163,W,-34908.439,58.426,calculated,7930.3043,0.3584,calculated,-8906.1859,61.2953,calculated,162.962524251,62.722,calculated
88,75,163,Re,-26002.253,18.534,calculated,7870.8655,0.1137,calculated,-9666.0,301.0,estimated,162.972085434,19.897,calculated
87,76,163,Os,-16336.0,300.0,estimated,7807.0,2.0,estimated,-11026.0,500.0,estimated,162.982462,322.0,estimated
86,77,163,Ir,-5310.0,400.0,estimated,7734.0,2.0,estimated,,,absent,162.994299,429.0,estimated
103,61,164,Pm,-38360.0,400.0,estimated,8014.0,2.0,estimated,9565.0,400.0,estimated,163.958819,429.0,estimated
102,62,164,Sm,-47925.314,4.099,calculated,8067.7803,0.025,calculated,5306.8315,4.5907,calculated,163.948550061,4.4,calculated
101,63,164,Eu,-53232.146,2.068,calculated,8095.3686,0.0126,calculated,6461.5416,2.2969,calculated,163.942852943,2.219,calculated
100,64,164,Gd,-59693.688,1.0,calculated,8129.9978,0.0061,calculated,2411.2959,2.1143,calculated,163.935916193,1.073,calculated
99,65,164,Tb,-62104.983,1.863,calculated,8139.9304,0.0114,calculated,3862.6653,1.9884,calculated,163.933327561,2.0,calculated
98,66,164,Dy,-65967.649,0.695,calculated,8158.7129,0.0042,calculated,-987.1315,1.371,calculated,163.929180819,0.746,calculated
97,67,164,Ho,-64980.517,1.39,calculated,8147.9234,0.0085,calculated,962.0559,1.3756,calculated,163.930240548,1.492,calculated
96,68,164,Er,-65942.573,0.704,calculated,8149.0191,0.0043,calculated,-4033.6302,25.0113,calculated,163.929207739,0.755,calculated
95,69,164,Tm,-61908.943,25.006,calculated,8119.6534,0.1525,calculated,-896.7722,29.2135,calculated,163.933538019,26.845,calculated
94,70,164,Yb,-61012.171,15.106,calculated,8109.4149,0.0921,calculated,-6369.7952,31.7666,calculated,163.934500743,16.217,calculated
93,71,164,Lu,-54642.376,27.945,calculated,8065.8043,0.1704,calculated,-2824.0194,32.1083,calculated,163.941339,30.0,calculated
92,72,164,Hf,-51818.356,15.812,calculated,8043.8142,0.0964,calculated,-8535.5511,32.1083,calculated,163.944370709,16.975,calculated
91,73,164,Ta,-43282.805,27.945,calculated,7986.9978,0.1704,calculated,-5047.25,29.5717,calculated,163.953534,30.0,calculated
90,74,164,W,-38235.555,9.673,calculated,7951.4515,0.059,calculated,-10763.1138,55.4055,calculated,163.958952445,10.384,calculated
89,75,164,Re,-27472.441,54.555,calculated,7881.0523,0.3326,calculated,-7047.718,140.033,calculated,163.970507122,58.566,calculated
88,76,164,Os,-20424.723,149.903,calculated,7833.308,0.914,calculated,-12941.0,350.0,estimated,163.978073158,160.927,calculated
87,77,164,Ir,-7483.0,316.0,estimated,7750.0,2.0,estimated,,,absent,163.991966,339.0,estimated
104,61,165,Pm,-34670.0,500.0,estimated,7992.0,3.0,estimated,8840.0,640.0,estimated,164.96278,537.0,estimated
103,62,165,Sm,-43510.0,400.0,estimated,8041.0,2.0,estimated,7219.0,400.0,estimated,164.95329,429.0,estimated
102,63,165,Eu,-50729.103,5.213,calculated,8080.0529,0.0316,calculated,5796.6788,5.3733,calculated,164.94554007,5.596,calculated
101,64,165,Gd,-56525.782,1.304,calculated,8110.4428,0.0079,calculated,4063.0674,2.0189,calculated,164.93931708,1.4,calculated
100,65,165,Tb,-60588.849,1.541,calculated,8130.3259,0.0093,calculated,3023.4392,1.6915,calculated,164.934955198,1.654,calculated
99,66,165,Dy,-63612.289,0.697,calculated,8143.9083,0.0042,calculated,1285.7287,0.7502,calculated,164.931709402,0.748,calculated
98,67,165,Ho,-64898.017,0.786,calculated,8146.9591,0.0048,calculated,-376.6648,0.9575,calculated,164.930329116,0.844,calculated
97,68,165,Er,-64521.353,0.918,calculated,8139.9348,0.0056,calculated,-1591.3282,1.4891,calculated,164.930733482,0.985,calculated
96,69,165,Tm,-62930.024,1.658,calculated,8125.5489,0.0101,calculated,-2634.6364,26.5907,calculated,164.932441843,1.779,calculated
95,70,165,Yb,-60295.388,26.539,calculated,8104.8399,0.1608,calculated,-3853.1403,35.4324,calculated,164.935270241,28.49,calculated
94,71,165,Lu,-56442.248,26.539,calculated,8076.746,0.1608,calculated,-4806.735,38.5387,calculated,164.939406758,28.49,calculated
93,72,165,Hf,-51635.513,27.945,calculated,8042.8728,0.1694,calculated,-5787.641,31.0668,calculated,164.944567,30.0,calculated
92,73,165,Ta,-45847.872,13.573,calculated,8003.0547,0.0823,calculated,-6986.5555,29.1133,calculated,164.950780287,14.571,calculated
91,74,165,W,-38861.316,25.756,calculated,7955.9704,0.1561,calculated,-8201.9627,34.9116,calculated,164.958280663,27.649,calculated
90,75,165,Re,-30659.353,23.593,calculated,7901.5201,0.143,calculated,-8913.0,202.0,estimated,164.967085831,25.328,calculated
89,76,165,Os,-21747.0,200.0,estimated,7843.0,1.0,estimated,-10151.0,255.0,estimated,164.976654,215.0,estimated
88,77,165,Ir,-11595.0,158.0,estimated,7776.0,1.0,estimated,-11277.0,430.0,estimated,164.987552,170.0,estimated
87,78,165,Pt,-318.0,400.0,estimated,7703.0,2.0,estimated,,,absent,164.999658,429.0,estimated
104,62,166,Sm,-40450.0,400.0,estimated,8023.0,2.0,estimated,6299.0,412.0,estimated,165.956575,429.0,estimated
103,63,166,Eu,-46749.0,100.0,estimated,8056.0,1.0,estimated,7622.0,100.0,estimated,165.949813,107.0,estimated
102,64,166,Gd,-54370.926,1.584,calculated,8097.226,0.0095,calculated,3437.8515,2.1558,calculated,165.941630413,1.7,calculated
101,65,166,Tb,-57808.778,1.463,calculated,8113.223,0.0088,calculated,4775.693,1.669,calculated,165.937939727,1.57,calculated
100,66,166,Dy,-62584.471,0.804,calculated,8137.2793,0.0048,calculated,485.8684,0.8502,calculated,165.93281281,0.862,calculated
99,67,166,Ho,-63070.339,0.786,calculated,8135.4933,0.0047,calculated,1853.8057,0.7792,calculated,165.932291209,0.844,calculated
98,68,166,Er,-64924.145,0.334,calculated,8141.9479,0.002,calculated,-3037.6667,11.547,calculated,165.930301067,0.358,calculated
97,69,166,Tm,-61886.478,11.552,calculated,8118.9357,0.0696,calculated,-292.7714,13.5069,calculated,165.933562136,12.401,calculated
96,70,166,Yb,-61593.706,7.001,calculated,8112.4591,0.0422,calculated,-5572.7197,30.6189,calculated,165.933876439,7.515,calculated
95,71,166,Lu,-56020.987,29.808,calculated,8074.1756,0.1796,calculated,-2161.9978,40.8585,calculated,165.939859,32.0,calculated
94,72,166,Hf,-53858.989,27.945,calculated,8056.4386,0.1683,calculated,-7761.2089,39.5199,calculated,165.94218,30.0,calculated
93,73,166,Ta,-46097.78,27.945,calculated,8004.9714,0.1683,calculated,-4210.3092,29.5036,calculated,165.950512,30.0,calculated
92,74,166,W,-41887.471,9.463,calculated,7974.8951,0.057,calculated,-10050.1358,88.7072,calculated,165.955031952,10.159,calculated
91,75,166,Re,-31837.335,88.242,calculated,7909.6392,0.5316,calculated,-6405.809,88.3046,calculated,165.965821216,94.731,calculated
90,76,166,Os,-25431.526,17.966,calculated,7866.3371,0.1082,calculated,-12126.0,201.0,estimated,165.972698135,19.287,calculated
89,77,166,Ir,-13306.0,201.0,estimated,7789.0,1.0,estimated,-8523.0,361.0,estimated,165.985716,215.0,estimated
88,78,166,Pt,-4783.0,300.0,estimated,7733.0,2.0,estimated,,,absent,165.994866,322.0,estimated
105,62,167,Sm,-35330.0,500.0,estimated,7992.0,3.0,estimated,8440.0,640.0,estimated,166.962072,537.0,estimated
104,63,167,Eu,-43770.0,400.0,estimated,8038.0,2.0,estimated,7006.0,400.0,estimated,166.953011,429.0,estimated
103,64,167,Gd,-50775.732,5.213,calculated,8075.5428,0.0312,calculated,5107.3505,5.5584,calculated,166.945490012,5.596,calculated
102,65,167,Tb,-55883.082,1.929,calculated,8101.441,0.0116,calculated,4028.3686,4.4459,calculated,166.940007046,2.071,calculated
101,66,167,Dy,-59911.451,4.005,calculated,8120.8782,0.024,calculated,2368.0076,6.5549,calculated,166.935682415,4.3,calculated
